src-text	src-lang	tgt-text	tgt-lang	tgt-lang-var
vlaječka	ces	pennon	eng	187
vlaječka	ces	pennon	eng	187
praporeček	ces	pennon	eng	187
úředníček	ces	penpusher	eng	187
úředníček	ces	penpusher	eng	187
úředníček	ces	penpusher	eng	187
penízek	ces	pennycress	eng	187
maceška	ces	pensamiento	spa	666
maceška	ces	pensamiento	spa	666
maceška	ces	pensamiento	spa	666
maceška	ces	pensamiento	spa	666
maceška	ces	pensamiento	spa	666
pokladnička	ces	penny bank	eng	187
prasátko	ces	penny bank	eng	187
prasátko	ces	penny bank	eng	187
maceška	ces	pensée	fra	211
maceška	ces	pensée	fra	211
maceška	ces	pensée	fra	211
přístřešek	ces	penthouse	eng	187
přístřešek	ces	penthouse	eng	187
přístřešek	ces	penthouse	eng	187
pivoňka	ces	peony	eng	187
pivoňka	ces	peony	eng	187
pivoňka	ces	peony	eng	187
pivoňka	ces	peony	eng	187
pivoňka	ces	peony	eng	187
pivoňka	ces	peonía	spa	666
pivoňka	ces	peonía	spa	666
pivoňka	ces	peonía	spa	666
pivoňka	ces	peonía	spa	666
pivoňka	ces	peonía	spa	666
lahvička	ces	pepe	spa	666
vlček	ces	peonza	spa	666
rybka	ces	pequeño	spa	666
kočárek	ces	perambulator	eng	187
kočárek	ces	perambulator	eng	187
kočárek	ces	perambulator	eng	187
kočárek	ces	perambulator	eng	187
bidélko	ces	perch	eng	187
bidélko	ces	perch	eng	187
bidélko	ces	perch	eng	187
tyčka	ces	perche	fra	211
ramínko	ces	percha	spa	666
ramínko	ces	percha	spa	666
ramínko	ces	percha	spa	666
ramínko	ces	percha	spa	666
koroptvička	ces	perdreau	fra	211
petrželka	ces	perejil	spa	666
petrželka	ces	perejil	spa	666
tretka	ces	perendengue	spa	666
kráska	ces	peri	eng	187
kráska	ces	peri	eng	187
kráska	ces	peri	eng	187
besídka	ces	pergola	eng	187
besídka	ces	pergola	fra	211
lebka	ces	pericranium	eng	187
chvilka	ces	period	eng	187
okrsek	ces	periphery	eng	187
perlička	ces	perla	spa	666
lopatka	ces	peroné	spa	666
čubka	ces	perra	spa	666
děvka	ces	perra	spa	666
nevěstka	ces	perra	spa	666
děvka	ces	perra	spa	666
čubka	ces	perra	spa	666
pejsek	ces	perrito	spa	666
jezevčík	ces	perro salchicha	spa	666
jezevčík	ces	perro salchicha	spa	666
petrželka	ces	persil	fra	211
petrželka	ces	persil	fra	211
petrželka	ces	persil cultivé	fra	211
petrželka	ces	persil odorant	fra	211
živáček	ces	person	eng	187
živáček	ces	personne	fra	211
živáček	ces	persoon	nld	512
činka	ces	pesas	spa	666
činka	ces	pesas	spa	666
činka	ces	pesa	spa	666
činka	ces	pesa	spa	666
jesličky	ces	pesebre	spa	666
mazlíček	ces	pet	eng	187
miláček	ces	pet	eng	187
drahoušek	ces	pet	eng	187
miláček	ces	pet	eng	187
mazlíček	ces	pet	eng	187
mazlíček	ces	pet	eng	187
miláček	ces	pet	eng	187
mazlíček	ces	pet	eng	187
plátek	ces	petal	eng	187
plátek	ces	petal	eng	187
plátek	ces	petal	eng	187
plátek	ces	petal	eng	187
petrželka	ces	peterselie	nld	512
petrželka	ces	peterselie	nld	512
rohožka	ces	petate	spa	666
rohožka	ces	petate	spa	666
malíček	ces	petit doigt	fra	211
malíček	ces	petit doigt	fra	211
malíček	ces	petit doigt	fra	211
malíček	ces	petit doigt	fra	211
malíček	ces	petit doigt	fra	211
malíček	ces	petit doigt	fra	211
mazlíček	ces	petit doigt	fra	211
bambulka	ces	petite boule	fra	211
chlebíček	ces	petit pain	fra	211
rybka	ces	petit	fra	211
štěňátko	ces	petit	fra	211
jezulátko	ces	petit	fra	211
troška	ces	petit morceau	fra	211
kalhotky	ces	petite culotte	fra	211
lžička	ces	petite cuillère	fra	211
holčička	ces	petite fille	fra	211
malíček	ces	petit orteil	fra	211
malíček	ces	petit orteil	fra	211
hájek	ces	petit bois	fra	211
sklenička	ces	petit verre	fra	211
sklenka	ces	petit verre	fra	211
bratříček	ces	petit frère	fra	211
holčička	ces	petite	fra	211
koláček	ces	petit pain au lait	fra	211
pramínek	ces	petit ruisseau	fra	211
skřítek	ces	petit espiègle	fra	211
rarášek	ces	petit espiègle	fra	211
čertík	ces	petit espiègle	fra	211
městečko	ces	petite ville	fra	211
hrášek	ces	petits pois	eng	187
planetka	ces	petite planète	fra	211
sestřička	ces	petite sœur	fra	211
sestřička	ces	petite sœur	fra	211
chudobka	ces	petite marguerite	fra	211
sedmikráska	ces	petite marguerite	fra	211
slabůstka	ces	petite manie	fra	211
ostrůvek	ces	petites îles	fra	211
troška	ces	peu	fra	211
jezulátko	ces	peuter	nld	512
bradavka	ces	pezón	spa	666
bradavka	ces	pezón	spa	666
bradavka	ces	pezón	spa	666
bradavka	ces	pezón	spa	666
bradavka	ces	pezón	spa	666
bradavka	ces	pezón	spa	666
bradavka	ces	pezón	spa	666
bradavka	ces	pezón	spa	666
rybka	ces	pez	spa	666
hlevíček	ces	phaeoceros	eng	187
lopatka	ces	phalange	fra	211
lopatka	ces	phalanges	eng	187
hlaváček	ces	pheasant’s eye	eng	187
hlaváček	ces	pheasant’s eye	eng	187
ampulka	ces	phial	eng	187
ampulka	ces	phial	eng	187
lahvička	ces	phial	eng	187
ampulka	ces	phial	eng	187
obrázek	ces	photo	eng	187
obrázek	ces	photo	eng	187
obrázek	ces	photo	fra	211
obrázek	ces	photo	fra	211
obrázek	ces	photograph	eng	187
obrázek	ces	photograph	eng	187
obrázek	ces	photographie	fra	211
fyzička	ces	physicist	eng	187
obrázek	ces	pic	eng	187
obrázek	ces	pic	eng	187
obrázek	ces	pic	eng	187
obrázek	ces	pic	eng	187
špička	ces	pic	fra	211
vrcholek	ces	pic	fra	211
černoušek	ces	picaninny	eng	187
černoušek	ces	picaninny	eng	187
černoušek	ces	picaninny	eng	187
černoušek	ces	piccaninny	eng	187
černoušek	ces	piccaninny	eng	187
černoušek	ces	piccaninny	eng	187
pejsek	ces	pichicho	spa	666
tyčka	ces	picket	eng	187
laťka	ces	picket	eng	187
tyčka	ces	picket	eng	187
tyčka	ces	picket	eng	187
hubička	ces	pico	spa	666
vrcholek	ces	pico	spa	666
hubička	ces	pico	spa	666
zlodějíček	ces	pickpocket	eng	187
zlodějíček	ces	pickpocket	fra	211
obrázek	ces	picture	eng	187
obrázek	ces	picture	eng	187
obrázek	ces	picture	eng	187
obrázek	ces	picture	eng	187
obrázek	ces	picture	eng	187
obrázek	ces	picture	eng	187
obrázek	ces	picture	eng	187
obrázek	ces	picture	eng	187
obrázek	ces	picture	eng	187
obrázek	ces	picture	eng	187
obrázek	ces	pictogram	nld	512
pirožek	ces	pie	eng	187
pirožek	ces	pie	eng	187
obrázek	ces	plaatje	nld	512
obrázek	ces	plaatje	nld	512
obrázek	ces	plaatje	nld	512
figurka	ces	piece	eng	187
figurka	ces	piece	eng	187
plátek	ces	piece	eng	187
kousíček	ces	piece	eng	187
kousínek	ces	piece	eng	187
článek	ces	piece	eng	187
součástka	ces	piece	fra	211
léčka	ces	piege	fra	211
tlapka	ces	pied	fra	211
páčka	ces	pied-de-biche	fra	211
brousek	ces	piedra de afilar	spa	666
křemínek	ces	piedra	spa	666
valounek	ces	piedra	spa	666
vrcholek	ces	piek	nld	512
vrcholek	ces	piek	nld	512
vrcholek	ces	piek	nld	512
tatínek	ces	piepa	nld	512
tatíček	ces	piepa	nld	512
pazourek	ces	pierre à fusil	fra	211
měsíček	ces	pierre de lune	fra	211
kolovrátek	ces	pierement	nld	512
křemínek	ces	pierre	fra	211
valounek	ces	pierre	fra	211
tyčka	ces	pieu	fra	211
tyčka	ces	pieu	fra	211
součástka	ces	pieza	spa	666
prasátko	ces	piggy	eng	187
vepřík	ces	piggy	eng	187
prasátko	ces	piggy	eng	187
prasátko	ces	piggy	eng	187
prasátko	ces	piggy	eng	187
selátko	ces	piggy	eng	187
vepřík	ces	piggy	eng	187
prasátko	ces	piggy bank	eng	187
prasátko	ces	piggy bank	eng	187
prasátko	ces	piggy bank	eng	187
prasátko	ces	piggy bank	eng	187
prasátko	ces	piggy bank	eng	187
pokladnička	ces	piggy bank	eng	187
prasátko	ces	piggy bank	eng	187
prasátko	ces	piggy bank	eng	187
prasátko	ces	piggy-bank	eng	187
kasička	ces	piggy-bank	eng	187
prasátko	ces	piggy-bank	eng	187
kasička	ces	piggy-bank	eng	187
selátko	ces	piglet	eng	187
vepřík	ces	piglet	eng	187
selátko	ces	piglet	eng	187
prasátko	ces	piglet	eng	187
prasátko	ces	piglet	eng	187
selátko	ces	piglet	eng	187
vepřík	ces	piglet	eng	187
pastorek	ces	pignon	fra	211
skřítek	ces	pigmeo	spa	666
prasátko	ces	piggybank	eng	187
hubička	ces	pijp	nld	512
špička	ces	pike	eng	187
brouček	ces	pikkie	eng	187
miminko	ces	pikkie	eng	187
pilulka	ces	pil	nld	512
pilulka	ces	pil	nld	512
pilulka	ces	pil	nld	512
pilulka	ces	pil	nld	512
pilulka	ces	pil	nld	512
prášek	ces	pil	nld	512
pilulka	ces	pil	nld	512
prášek	ces	pil	nld	512
článek	ces	pile	fra	211
článek	ces	pile	fra	211
článek	ces	pile	fra	211
zlodějíček	ces	pilferer	eng	187
zlodějíček	ces	pilferer	eng	187
zlodějíček	ces	pilferer	eng	187
zlodějíček	ces	pilferer	eng	187
pilulka	ces	pildora	spa	666
tabletka	ces	pildora	spa	666
pilulka	ces	pill	eng	187
tabletka	ces	pill	eng	187
pilulka	ces	pill	eng	187
tabletka	ces	pill	eng	187
pilulka	ces	pill	eng	187
tabletka	ces	pill	eng	187
pilulka	ces	pill	eng	187
prášek	ces	pill	eng	187
pilulka	ces	pill	eng	187
pilulka	ces	pill	eng	187
prášek	ces	pill	eng	187
pilulka	ces	pill	eng	187
pilulka	ces	pill	eng	187
prášek	ces	pill	eng	187
sloupek	ces	pillar	eng	187
krvinka	ces	pilletje	nld	512
krvinka	ces	pilletje	nld	512
polštářek	ces	pillow	eng	187
jehelníček	ces	pillow	eng	187
pilulka	ces	pilule	fra	211
pilulka	ces	pilule	fra	211
prášek	ces	pilule	fra	211
pilulka	ces	pilule	fra	211
pilulka	ces	pilule	fra	211
modřinka	ces	pimpelmees	nld	512
modřinka	ces	pimpelmees	nld	512
modřinka	ces	pimpelmees	nld	512
pupínek	ces	pimple	eng	187
pupínek	ces	pimple	eng	187
pupínek	ces	pimple	eng	187
pupínek	ces	pimple	eng	187
pupínek	ces	pimple	eng	187
fialka	ces	pimpelpaars	nld	512
violka	ces	pimpelpaars	nld	512
výhonek	ces	pimpollo	spa	666
blbůstka	ces	pin	eng	187
blbůstka	ces	pin	eng	187
jehelníček	ces	pincushion	eng	187
jehelníček	ces	pincushion	eng	187
jehelníček	ces	pincushion	eng	187
jehelníček	ces	pincushion	eng	187
svorka	ces	pince	fra	211
kolíček	ces	pince	fra	211
vrcholek	ces	pinakel	nld	512
malíček	ces	pink	nld	512
malíček	ces	pink	nld	512
malíček	ces	pink	nld	512
malíček	ces	pink	nld	512
malíček	ces	pink	nld	512
mazlíček	ces	pink	nld	512
pastorek	ces	pinion	eng	187
pastorek	ces	pinion	eng	187
pastorek	ces	pinion	eng	187
hvozdík	ces	pink	eng	187
hvozdík	ces	pink	eng	187
hvozdík	ces	pink	eng	187
mazlíček	ces	pinkie	eng	187
malíček	ces	pinkie	eng	187
mazlíček	ces	pinkie	eng	187
mazlíček	ces	pinkie	eng	187
malíček	ces	pinkie	eng	187
malíček	ces	pinkie	eng	187
malíček	ces	pinkie	eng	187
malíček	ces	pinkie	eng	187
malíček	ces	pinkie	eng	187
mazlíček	ces	pinkie	eng	187
malíček	ces	pinky	eng	187
malíček	ces	pinky	eng	187
malíček	ces	pinky	eng	187
malíček	ces	pinky	eng	187
malíček	ces	pinky	eng	187
malíček	ces	pinky	eng	187
malíček	ces	pinky	eng	187
malíček	ces	pinky	eng	187
mazlíček	ces	pinky	eng	187
vrcholek	ces	pinnacle	eng	187
špička	ces	pinnacle	eng	187
vrcholek	ces	pinnacle	eng	187
špička	ces	pinnacle	eng	187
malíček	ces	pinky toe	eng	187
perlička	ces	pintade	fra	211
perlička	ces	pintade	fra	211
perlička	ces	pintade	fra	211
perlička	ces	pintade	fra	211
perlička	ces	pintade	fra	211
perlička	ces	pintade	fra	211
perlička	ces	pintada	spa	666
vrcholek	ces	pináculo	spa	666
kopřivka	ces	pioderma	spa	666
pivoňka	ces	pioen	nld	512
pivoňka	ces	pioen	nld	512
pivoňka	ces	pioenroos	nld	512
pivoňka	ces	pioenroos	nld	512
trubička	ces	pipe	eng	187
trubička	ces	pipe	eng	187
trubička	ces	pipe	eng	187
vážka	ces	pipilacha	spa	666
vážka	ces	pipilacha	spa	666
děvka	ces	piruja	spa	666
děvka	ces	piruja	spa	666
nevěstka	ces	piruja	spa	666
svinka	ces	pissebed	nld	512
svinka	ces	pissebed	nld	512
dílek	ces	piston ring	eng	187
zrnko	ces	pit	nld	512
džbánek	ces	pitcher	eng	187
džbánek	ces	pitcher	eng	187
džbánek	ces	pitcher	eng	187
džbánek	ces	pitcher	eng	187
léčka	ces	pitfall	eng	187
léčka	ces	pitfall	eng	187
léčka	ces	pitfall	eng	187
morek	ces	pith	eng	187
píšťalka	ces	pitillo	spa	666
slámka	ces	pitillo	spa	666
brčko	ces	pitillo	spa	666
brčko	ces	pitillo	spa	666
slámka	ces	pitillo	spa	666
píšťalka	ces	pito	spa	666
píšťalka	ces	pito	spa	666
pivoňka	ces	pivoine	fra	211
pivoňka	ces	pivoine	fra	211
pivoňka	ces	pivoine	fra	211
skřítek	ces	pixie	eng	187
skřítek	ces	pixie	eng	187
skřítek	ces	pixie	eng	187
skřítek	ces	pixy	eng	187
skřítek	ces	pixy	eng	187
skřítek	ces	pixy	eng	187
tabulka	ces	pizarrón	spa	666
tabulka	ces	pizarra	spa	666
léčka	ces	piège	fra	211
léčka	ces	piège	fra	211
pastička	ces	piège à souris	fra	211
stvrzenka	ces	pièce	fra	211
stvrzenka	ces	pièce d’identité	fra	211
párek	ces	pizza puff	eng	187
tabulka	ces	placa	spa	666
štoček	ces	placa	spa	666
štítek	ces	placa	spa	666
tabulka	ces	placa	spa	666
štoček	ces	plaat	nld	512
štítek	ces	plaat	nld	512
stvrzenka	ces	plaatsbewijs	nld	512
kostka	ces	plaid	eng	187
kostka	ces	plaid	eng	187
žertík	ces	plaisanterie	fra	211
fórek	ces	plaisanterie	fra	211
žertík	ces	plaisanterie	fra	211
legrácka	ces	plaisanterie	fra	211
plátek	ces	plak	nld	512
vtipálek	ces	plaisant	fra	211
hoblík	ces	plane	eng	187
hoblík	ces	plane	eng	187
hoblík	ces	plane	eng	187
hoblík	ces	plane	eng	187
hoblík	ces	plane	eng	187
prkénko	ces	planchette	fra	211
štoček	ces	planche	fra	211
prkénko	ces	planche à hacher	fra	211
planetka	ces	planetoid	eng	187
planetka	ces	planetoid	eng	187
planetka	ces	planetoid	eng	187
planetka	ces	planetoide	fra	211
planetka	ces	planetoïde	nld	512
prkénko	ces	plank	eng	187
prkénko	ces	plank	eng	187
prkénko	ces	plank	eng	187
palubka	ces	plank	eng	187
destička	ces	plank	eng	187
polička	ces	plank	nld	512
stromek	ces	plant	fra	211
tabulka	ces	plaque	fra	211
destička	ces	plaque	fra	211
plíšek	ces	plaque	fra	211
tabulka	ces	plaque	fra	211
štítek	ces	plaque	fra	211
štítek	ces	plaque	fra	211
tabulka	ces	plaque	fra	211
tabulka	ces	plaque	eng	187
tabulka	ces	plaque	eng	187
moruška	ces	plaquebière	fra	211
stromek	ces	plantón	spa	666
planetka	ces	planétoïde	fra	211
cedulka	ces	plate	eng	187
tabulka	ces	plate	eng	187
cedulka	ces	plate	eng	187
štoček	ces	plate	eng	187
štítek	ces	plate	eng	187
tabulka	ces	plate	eng	187
tácek	ces	plate	fra	211
stupínek	ces	platform	eng	187
stupínek	ces	platform	eng	187
stupínek	ces	platform	eng	187
stupínek	ces	platform	eng	187
talířek	ces	platillo	spa	666
talířek	ces	platillo	spa	666
tácek	ces	plateau	fra	211
stupínek	ces	platform	nld	512
tácek	ces	plateau	nld	512
kachlík	ces	plavuis	nld	512
kachlík	ces	plavuis	nld	512
domeček	ces	playhouse	eng	187
domeček	ces	playhouse	eng	187
domeček	ces	playhouse	eng	187
tričko	ces	playera	spa	666
tričko	ces	playera	spa	666
tričko	ces	playera	spa	666
košilka	ces	playera	spa	666
tričko	ces	playera	spa	666
školka	ces	playschool	eng	187
legrácka	ces	pleasantry	eng	187
legrácka	ces	pleasantry	eng	187
legrácka	ces	pleasantry	eng	187
stolička	ces	pleine lune	fra	211
vráska	ces	pli	fra	211
vráska	ces	pli	fra	211
vráska	ces	plica	eng	187
vráska	ces	plica	eng	187
vráska	ces	plica	eng	187
vráska	ces	pliegue	spa	666
vráska	ces	pliegue	spa	666
vráska	ces	plooi	nld	512
jezulátko	ces	plot	fra	211
banánek	ces	plug	eng	187
banánek	ces	plug	eng	187
skupinka	ces	plump	eng	187
skupinka	ces	plump	eng	187
skupinka	ces	plump	eng	187
městečko	ces	población	spa	666
chudáček	ces	pobrete	spa	666
pidimužík	ces	pobre diablo	spa	666
kabelka	ces	pocketbook	eng	187
stupínek	ces	podium	nld	512
stupínek	ces	podium	nld	512
stupínek	ces	podium	eng	187
stupínek	ces	podium	fra	211
stupínek	ces	podio	spa	666
perlička	ces	poelepetaat	nld	512
perlička	ces	poelepetaat	nld	512
perlička	ces	poelepetaat	nld	512
prášek	ces	poeder	nld	512
kočička	ces	poes	nld	512
hovínko	ces	poep	nld	512
špička	ces	point	eng	187
puntík	ces	point	eng	187
špička	ces	point	eng	187
špička	ces	point	eng	187
průsečík	ces	poin of intersection	eng	187
kousíček	ces	poil	fra	211
pórek	ces	poireau	fra	211
pórek	ces	poireau	fra	211
pórek	ces	poireau	fra	211
pórek	ces	poireau	fra	211
pórek	ces	poireau	fra	211
pórek	ces	poireau	fra	211
ručička	ces	pointer	eng	187
ukazováček	ces	pointer	eng	187
špička	ces	pointe	fra	211
hřebík	ces	pointe	fra	211
špička	ces	pointe	fra	211
špička	ces	pointu	fra	211
špička	ces	pointed	eng	187
pórek	ces	poirée	fra	211
pórek	ces	poirette	fra	211
hrášek	ces	pois	fra	211
hrášek	ces	pois	fra	211
důlčík	ces	pointeau	fra	211
důlčík	ces	poinçon	fra	211
ukazováček	ces	pointer finger	eng	187
rybka	ces	poisson	fra	211
hůlka	ces	pole	eng	187
hůlka	ces	pole	eng	187
hůlka	ces	pole	eng	187
tričko	ces	polera Chile	spa	666
kladka	ces	polea	spa	666
kladka	ces	polea	spa	666
kladka	ces	polea	spa	666
kladka	ces	polea	spa	666
kladka	ces	polea	spa	666
tričko	ces	polera	spa	666
tričko	ces	polera	spa	666
tričko	ces	polera	spa	666
maňásek	ces	polichinelle	fra	211
kladka	ces	polispasto	spa	666
ptáčátko	ces	pollito	spa	666
ptáčátko	ces	pollito	spa	666
ptáčátko	ces	polluelo	spa	666
sovička	ces	polluelo del búho	spa	666
tričko	ces	polo	spa	666
tričko	ces	polo	spa	666
tričko	ces	polo	spa	666
moučka	ces	polvo	spa	666
prášek	ces	polvo	spa	666
prášek	ces	polvo	spa	666
prášek	ces	polvo	spa	666
prášek	ces	polvo	spa	666
poutko	ces	pom-pom	eng	187
brusinka	ces	pomme de terre	fra	211
lahvička	ces	pomo de leche	spa	666
rybníček	ces	pond	eng	187
jezírko	ces	pond	eng	187
rybníček	ces	pond	eng	187
rybníček	ces	pond	eng	187
rybníček	ces	pond	eng	187
jezírko	ces	pool	eng	187
rybníček	ces	pool	eng	187
jezírko	ces	pool	eng	187
jezírko	ces	pool	eng	187
rybníček	ces	pool	eng	187
jezírko	ces	pool	eng	187
pejsek	ces	pooch	eng	187
panenka	ces	pop	nld	512
panenka	ces	pop	nld	512
panenka	ces	pop	nld	512
maňásek	ces	pop	nld	512
panenka	ces	pop	nld	512
panenka	ces	pop	nld	512
panenka	ces	pop	nld	512
panáček	ces	pop	nld	512
panenka	ces	pop	nld	512
chudáček	ces	poor thing	eng	187
chudáček	ces	poor thing	eng	187
chudáček	ces	poor thing	eng	187
tatínek	ces	pop	eng	187
děvka	ces	poot	nld	512
chvilka	ces	poosje	nld	512
drahoušek	ces	poppet	eng	187
miláček	ces	poppet	eng	187
drahoušek	ces	poppet	eng	187
miláček	ces	poppet	eng	187
drahoušek	ces	poppet	eng	187
miláček	ces	poppet	eng	187
drahoušek	ces	poppet	eng	187
miláček	ces	poppet	eng	187
slámka	ces	popote	spa	666
brčko	ces	popote	spa	666
brčko	ces	popote	spa	666
slámka	ces	popote	spa	666
tatínek	ces	poppa	eng	187
tatíček	ces	poppa	eng	187
tatínek	ces	pops	eng	187
tatíček	ces	pops	eng	187
troška	ces	poquito	spa	666
přístřešek	ces	porch	eng	187
přístřešek	ces	porch	eng	187
přístřešek	ces	porch	eng	187
prasátko	ces	porcelet	fra	211
prasátko	ces	porcelet	fra	211
selátko	ces	porcelet	fra	211
vepřík	ces	porcelet	fra	211
pórek	ces	poro	spa	666
párek	ces	pork sausage	eng	187
šálek	ces	porringer	eng	187
šálek	ces	porringer	eng	187
šálek	ces	porringer	eng	187
pórek	ces	porreau	fra	211
pórek	ces	porreau	fra	211
pórek	ces	porreau	fra	211
pórek	ces	porrée	fra	211
pórek	ces	porrei	nld	512
pórek	ces	porro	spa	666
schránka	ces	portapapeles	spa	666
kufřík	ces	portafolio	spa	666
jesličky	ces	portal	spa	666
násadka	ces	portaplumas	spa	666
okénko	ces	porthole	eng	187
okénko	ces	porthole	eng	187
okénko	ces	porthole	eng	187
branka	ces	portezuela	spa	666
branka	ces	portería	spa	666
branka	ces	portería	spa	666
branka	ces	portería	spa	666
kufřík	ces	porte-documents	fra	211
kufřík	ces	porte-documents	fra	211
kufřík	ces	portefeuille	fra	211
kufřík	ces	portefeuille	fra	211
ramínko	ces	portemanteau	fra	211
ramínko	ces	portemanteau	fra	211
kufřík	ces	portefeuille	nld	512
přístřešek	ces	portiek	nld	512
obrázek	ces	portraiture	eng	187
článek	ces	portion	eng	187
kobereček	ces	pose de moquette	fra	211
kytička	ces	posie	eng	187
sloupek	ces	post	eng	187
článek	ces	post	eng	187
sloupek	ces	post	eng	187
sloupek	ces	post	eng	187
schránka	ces	post box	eng	187
lepenka	ces	posterboard	eng	187
stolička	ces	postérieur	fra	211
kytička	ces	posy	eng	187
kytička	ces	posy	eng	187
kytička	ces	posy	eng	187
kotlík	ces	pot	eng	187
hrnek	ces	pot	eng	187
hrnek	ces	pot	eng	187
kotlík	ces	pot	eng	187
kotlík	ces	pot	eng	187
hrnek	ces	pot	eng	187
hrnek	ces	pot	eng	187
hrnek	ces	pot	eng	187
hrnek	ces	pot	fra	211
nádobka	ces	pot	fra	211
měsíček	ces	pot marigold	eng	187
mandelinka	ces	potato beetle	eng	187
pikolík	ces	potboy	eng	187
pikolík	ces	potboy	eng	187
pikolík	ces	potboy	eng	187
nádobka	ces	pote	spa	666
olůvko	ces	potlood	nld	512
olůvko	ces	potlood	nld	512
olůvko	ces	potlood	nld	512
olůvko	ces	potlood	nld	512
olůvko	ces	potlood	nld	512
hospůdka	ces	pothouse	eng	187
hříbátko	ces	potro	spa	666
kobylka	ces	potra	spa	666
klisnička	ces	potra	spa	666
kobylka	ces	potra	spa	666
klisnička	ces	potranca	spa	666
kobylka	ces	potranca	spa	666
nočníček	ces	potty	eng	187
nočníček	ces	potty	eng	187
nočníček	ces	potty	eng	187
kladka	ces	poulie	fra	211
kladka	ces	poulie	fra	211
kladka	ces	poulie	fra	211
kladka	ces	poulie	fra	211
kladka	ces	poulie	fra	211
kladka	ces	poulie	fra	211
kladka	ces	poulie	fra	211
prášek	ces	poudre	fra	211
prášek	ces	poudre	fra	211
prášek	ces	poudre	fra	211
prášek	ces	poudre	fra	211
bidýlko	ces	poulailler	fra	211
hříbátko	ces	poulain	fra	211
kobylka	ces	pouliche	fra	211
klisnička	ces	pouliche	fra	211
kobylka	ces	pouliche	fra	211
kabelka	ces	pouch	eng	187
kladka	ces	poulie mouflée	fra	211
panenka	ces	poupée	fra	211
panenka	ces	poupée	fra	211
panenka	ces	poupée	fra	211
panenka	ces	poupée	fra	211
panenka	ces	poupée	fra	211
panenka	ces	poupée	fra	211
panenka	ces	poupée	fra	211
panenka	ces	poupée	fra	211
panenka	ces	poupée	fra	211
panenka	ces	poupée	fra	211
maňásek	ces	poupée	fra	211
panenka	ces	poupée	fra	211
miminko	ces	poupon	fra	211
panenka	ces	poupon	fra	211
brouček	ces	poupon	fra	211
miminko	ces	poupon	fra	211
panenka	ces	poupard	fra	211
mlýnek	ces	pounder	eng	187
výhonek	ces	pousse	fra	211
výhonek	ces	pousse	fra	211
klíček	ces	pousse	fra	211
výhonek	ces	pousse	fra	211
klíček	ces	pousse	fra	211
výhonek	ces	pousse	fra	211
kuřátko	ces	poussin	fra	211
kuřátko	ces	poussin	fra	211
kočárek	ces	poussette	fra	211
kočárek	ces	poussette	fra	211
kočárek	ces	poussette	fra	211
kočárek	ces	poussette	fra	211
prášek	ces	poussière	fra	211
kočárek	ces	pousse-pousse	fra	211
prášek	ces	powder	eng	187
moučka	ces	powder	eng	187
moučka	ces	powder	eng	187
prášek	ces	powder	eng	187
moučka	ces	powder	eng	187
prášek	ces	powder	eng	187
moučka	ces	powder	eng	187
prášek	ces	powder	eng	187
prášek	ces	powder	eng	187
kočárek	ces	pram	eng	187
kočárek	ces	pram	eng	187
kočárek	ces	pram	eng	187
kočárek	ces	pram	eng	187
kočárek	ces	pram	eng	187
kočárek	ces	pram	eng	187
kočárek	ces	pram	eng	187
kočárek	ces	prame	fra	211
vtipálek	ces	prankster	eng	187
vtipálek	ces	prankster	eng	187
vtipálek	ces	prankster	eng	187
krevetka	ces	prawn	eng	187
kudlanka	ces	praying mantis	eng	187
okrsek	ces	precinct	eng	187
okrsek	ces	precinct	eng	187
okrsek	ces	precinct	eng	187
okrsek	ces	precinct	eng	187
zlatíčko	ces	precious	eng	187
drahoušek	ces	precious	eng	187
miláček	ces	precious	eng	187
zlatíčko	ces	precious	eng	187
zlatíčko	ces	precious	eng	187
stupínek	ces	preekstoel	nld	512
titulek	ces	prefacio	spa	666
pórek	ces	prei	nld	512
pórek	ces	prei	nld	512
pórek	ces	prei	nld	512
pórek	ces	prei	nld	512
pórek	ces	prei	nld	512
pórek	ces	prei	nld	512
pórek	ces	prei	nld	512
pórek	ces	prei	nld	512
drahoušek	ces	prenda	spa	666
přípravka	ces	prep	eng	187
přípravka	ces	prep	eng	187
přípravka	ces	prep	eng	187
přípravka	ces	prep	eng	187
přípravka	ces	prep	fra	211
školka	ces	preschool	eng	187
školka	ces	preschool	eng	187
školka	ces	preschool	eng	187
tácek	ces	presenteerblad	nld	512
žlábek	ces	presenteerblad	nld	512
tácek	ces	presenteerblad	nld	512
schránka	ces	presse-papiers	fra	211
pláštík	ces	pretense	eng	187
pláštík	ces	pretext	eng	187
pláštík	ces	pretexto	spa	666
velebníček	ces	priest	eng	187
panáček	ces	priest	eng	187
altánek	ces	prieel	nld	512
velebníček	ces	priester	nld	512
primulka	ces	primevère	fra	211
bratránek	ces	primo	spa	666
primulka	ces	primula	eng	187
primulka	ces	primula	eng	187
primulka	ces	primula	eng	187
primulka	ces	primrose	eng	187
primulka	ces	primula	nld	512
zárodek	ces	principio	spa	666
zdířka	ces	prise	fra	211
zdířka	ces	prise de courant	fra	211
okrsek	ces	procureur de la République	fra	211
vzorek	ces	proefstuk	nld	512
vzorek	ces	proef	nld	512
děvka	ces	professionnelle	fra	211
nevěstka	ces	professionnelle	fra	211
vráska	ces	pucker	eng	187
vráska	ces	pucker	eng	187
vráska	ces	pucker	eng	187
